schemaname,tablename,policyname,permissive,roles,cmd,qual,with_check
public,a_02050_it_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02050_logistics_data,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02075_inspection_data,Enable insert for authenticated users on inspection_data,PERMISSIVE,authenticated,INSERT,null,true
public,a_02075_inspection_data,Enable read access for authenticated users on inspection_data,PERMISSIVE,authenticated,SELECT,true,null
public,a_02075_inspection_data,Enable update for authenticated users on inspection_data,PERMISSIVE,authenticated,UPDATE,true,null
public,a_02075_inspection_data,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02075_inspection_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02075_knowledge_base,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02075_knowledge_base_data,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02100_pr_media,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02100_publicrel_vector,02100_publicrel_private_access,PERMISSIVE,public,ALL,(((access_scope)::text = 'private'::text) AND ((created_by_user_id)::text = (auth.uid())::text)),null
public,a_02100_publicrel_vector,02100_publicrel_shared_access,PERMISSIVE,public,SELECT,"(((access_scope)::text = ANY ((ARRAY['shared'::character varying, 'public'::character varying])::text[])) OR ((created_by_user_id)::text = (auth.uid())::text))",null
public,a_02100_publicrel_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02200_qa_vector,02200_qa_private_access,PERMISSIVE,public,ALL,(((access_scope)::text = 'private'::text) AND ((created_by_user_id)::text = (auth.uid())::text)),null
public,a_02200_qa_vector,02200_qa_shared_access,PERMISSIVE,public,SELECT,"(((access_scope)::text = ANY ((ARRAY['shared'::character varying, 'public'::character varying])::text[])) OR ((created_by_user_id)::text = (auth.uid())::text))",null
public,a_02200_qa_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02250_qc_vector,02250_qc_private_access,PERMISSIVE,public,ALL,(((access_scope)::text = 'private'::text) AND ((created_by_user_id)::text = (auth.uid())::text)),null
public,a_02250_qc_vector,02250_qc_shared_access,PERMISSIVE,public,SELECT,"(((access_scope)::text = ANY ((ARRAY['shared'::character varying, 'public'::character varying])::text[])) OR ((created_by_user_id)::text = (auth.uid())::text))",null
public,a_02250_qc_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02400_contractor_vetting_data,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02400_contractor_vetting_document_versions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02400_contractor_vetting_documents,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02400_safety_data,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02400_safety_vector,02400_safety_private_access,PERMISSIVE,public,ALL,(((access_scope)::text = 'private'::text) AND ((created_by_user_id)::text = (auth.uid())::text)),null
public,a_02400_safety_vector,02400_safety_shared_access,PERMISSIVE,public,SELECT,"(((access_scope)::text = ANY ((ARRAY['shared'::character varying, 'public'::character varying])::text[])) OR ((created_by_user_id)::text = (auth.uid())::text))",null
public,a_02400_safety_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_02500_security_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,a_03000_landscaping_vector,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,accordion_options,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,accordion_sections,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,accordion_sections,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,accordion_sections,user_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (accordion_sections.organization_id)::text))))"
public,accordion_sections,user_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (accordion_sections.organization_id)::text))))",null
public,accordion_sections,user_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (accordion_sections.organization_id)::text))))",null
public,accordion_sections,user_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (accordion_sections.organization_id)::text))))",null
public,accordion_sections_directors_backup_20250726,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,active_entities,Allow development mode operations,PERMISSIVE,anon,ALL,(user_id IS NULL),null
public,active_entities,Users can manage their own active entities,PERMISSIVE,authenticated,ALL,((user_id = auth.uid()) OR (user_id IS NULL)),null
public,active_entities,admin_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,active_entities,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,active_entities,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,active_entities,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,active_entities,reference_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (active_entities.organization_id)::text))))",null
public,active_entities,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,agent_modal_assignments,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,agent_permissions,department_managers_manage_agent_permissions,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.level >= 3) AND ((ur.department_code = ANY (ARRAY['02050'::text, '01300'::text])) OR (ur.level = 4)))))",null
public,agent_permissions,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,agent_permissions,service_role_full_access_agent_permissions,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,agent_permissions,system_admin_full_access_agent_permissions,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_roles ur
  WHERE ((ur.user_id = (auth.uid())::text) AND (ur.level = 4))))",null
public,agent_permissions,users_can_view_agent_permissions,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM (user_roles ur
     JOIN role_definitions rd ON (((rd.role_name)::text = ur.role)))
  WHERE ((ur.user_id = (auth.uid())::text) AND (rd.id = agent_permissions.role_id))))",null
public,agent_sequence_operations,agent_operations_org_access,PERMISSIVE,public,ALL,"((organization_id)::text = current_setting('request.headers.x-organization-id'::text, true))",null
public,agent_template_integrations,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,agents_tracking,Allow authenticated users to delete agents_tracking,PERMISSIVE,public,DELETE,(auth.role() = 'authenticated'::text),null
public,agents_tracking,Allow authenticated users to insert agents_tracking,PERMISSIVE,public,INSERT,null,(auth.role() = 'authenticated'::text)
public,agents_tracking,Allow authenticated users to read agents_tracking,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,agents_tracking,Allow authenticated users to update agents_tracking,PERMISSIVE,public,UPDATE,(auth.role() = 'authenticated'::text),null
public,agents_tracking,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,agents_tracking,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,agents_tracking,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (agents_tracking.organization_id)::text))))"
public,agents_tracking,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (agents_tracking.organization_id)::text))))",null
public,agents_tracking,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (agents_tracking.organization_id)::text))))",null
public,agents_tracking,service_role_full_access,PERMISSIVE,public,ALL,(auth.role() = 'service_role'::text),null
public,alert_configurations,alert_config_access,PERMISSIVE,public,ALL,((auth.uid() = created_by) OR ((auth.jwt() ->> 'role'::text) = 'admin'::text) OR (((auth.jwt() ->> 'discipline'::text) = discipline_code) AND ((auth.jwt() ->> 'role'::text) = 'manager'::text))),null
public,approval_cover_sheets,approval_cover_sheets_org_access,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM procurement_orders po
  WHERE ((po.id = approval_cover_sheets.procurement_order_id) AND (((po.organization_id)::text IN ( SELECT uoa.organization_id
           FROM user_organization_access uoa
          WHERE (uoa.user_id = (auth.uid())::text))) OR ((po.created_by)::text = (auth.uid())::text)))))",null
public,approval_delegations,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,approval_delegations,users_can_manage_own_delegations,PERMISSIVE,public,ALL,"((delegator_user_id = auth.uid()) OR (delegate_user_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = ANY (ARRAY['admin'::text, 'governance_admin'::text]))))))",null
public,approval_document_links,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,approval_history_log,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,approval_history_log,users_can_view_relevant_history,PERMISSIVE,public,SELECT,"((actor_user_id = auth.uid()) OR (target_user_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM approval_instances ai
  WHERE ((ai.id = approval_history_log.approval_instance_id) AND ((ai.initiated_by = auth.uid()) OR (EXISTS ( SELECT 1
           FROM approval_steps
          WHERE ((approval_steps.approval_instance_id = ai.id) AND (approval_steps.approver_user_id = auth.uid())))))))) OR (EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = ANY (ARRAY['admin'::text, 'governance_admin'::text, 'compliance_officer'::text]))))))",null
public,approval_instances,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,approval_instances,users_can_create_instances,PERMISSIVE,public,INSERT,null,(auth.uid() = initiated_by)
public,approval_instances,users_can_update_own_instances,PERMISSIVE,public,UPDATE,(auth.uid() = initiated_by),null
public,approval_instances,users_can_view_relevant_instances,PERMISSIVE,public,SELECT,"((auth.uid() = initiated_by) OR (EXISTS ( SELECT 1
   FROM approval_steps
  WHERE ((approval_steps.approval_instance_id = approval_instances.id) AND (approval_steps.approver_user_id = auth.uid())))) OR (EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = ANY (ARRAY['admin'::text, 'governance_admin'::text]))))))",null
public,approval_steps,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,approval_steps,users_can_update_assigned_steps,PERMISSIVE,public,UPDATE,(approver_user_id = auth.uid()),null
public,approval_steps,users_can_view_assigned_steps,PERMISSIVE,public,SELECT,"((approver_user_id = auth.uid()) OR (EXISTS ( SELECT 1
   FROM approval_instances ai
  WHERE ((ai.id = approval_steps.approval_instance_id) AND (ai.initiated_by = auth.uid())))) OR (EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = ANY (ARRAY['admin'::text, 'governance_admin'::text]))))))",null
public,approval_workflow_templates,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,approval_workflow_templates,governance_can_manage_templates,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND ((um.role = 'admin'::text) OR (um.role = 'governance_admin'::text)))))",null
public,approval_workflow_templates,users_can_view_active_templates,PERMISSIVE,public,SELECT,(is_active = true),null
public,approval_workflows,Admins can manage approval workflows,PERMISSIVE,public,ALL,"(EXISTS ( SELECT 1
   FROM user_management um
  WHERE ((um.user_id = auth.uid()) AND (um.role = 'admin'::text))))",null
public,approval_workflows,Users can view approval workflows,PERMISSIVE,public,SELECT,(is_active = true),null
public,approval_workflows,admin_delete_access,PERMISSIVE,public,DELETE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,approval_workflows,admin_insert_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))"
public,approval_workflows,admin_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_role_assignments ura
  WHERE ((ura.user_id = auth.uid()) AND ((ura.role_name)::text = ANY ((ARRAY['admin'::character varying, 'information_technology_manager'::character varying])::text[])) AND (ura.is_active = true))))",null
public,approval_workflows,authenticated_read_access,PERMISSIVE,public,SELECT,(auth.role() = 'authenticated'::text),null
public,approval_workflows,dev_mode_full_access,PERMISSIVE,public,ALL,is_dev_mode(),null
public,approval_workflows,organization_create_access,PERMISSIVE,public,INSERT,null,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (approval_workflows.organization_id)::text))))"
public,approval_workflows,organization_update_access,PERMISSIVE,public,UPDATE,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (approval_workflows.organization_id)::text))))",null
public,approval_workflows,organization_view_access,PERMISSIVE,public,SELECT,"(EXISTS ( SELECT 1
   FROM user_organization_access uoa
  WHERE ((uoa.user_id = (auth.uid())::text) AND (uoa.organization_id = (approval_workflows.organization_id)::text))))",null
